,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS,WS_per_48,BPM,VORP
2849,1978,184.0,PHO,Nate Stokes,Grand Canyon University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,1978,185.0,SAS,Rick Taylor,Arizona State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2851,1978,186.0,POR,Paul Cozens,College of the Holy Cross,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2854,1978,187.0,NJN,Michael Vicens,College of the Holy Cross,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2855,1978,188.0,BOS,Walter Harrigan,Brandeis University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,1978,189.0,DET,Dave Grauzer,Central Michigan University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2857,1978,190.0,NOJ,Rickey Williams,"California State University, Long Beach",1,44,346,147,38,37,0.415,0.0,0.66,7.9,3.3,0.9,0.8,-0.1,-0.017,-5.8,-0.3
2858,1978,191.0,CHI,Mark Tucker,Oklahoma State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2859,1978,192.0,ATL,Marshall Lester,Florida Southern College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2860,1978,193.0,GSW,Mike Muff,Murray State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2861,1978,194.0,CLE,Gary Winston,United States Military Academy,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2862,1978,195.0,NYK,Ernest Simons,Pace University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2863,1978,196.0,MIL,Tom Anderson,University of Wisconsin-Green Bay,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864,1978,197.0,WSB,Steve Connor,Boise State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2865,1978,198.0,DEN,Phil Taylor,University of Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,1978,199.0,PHO,Lewis Cohen,"California Polytechnic State University, San Luis Obispo",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2867,1978,200.0,SAS,Larry Brewster,University of Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2868,1978,201.0,PHI,Dennis James,Widener University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,1978,202.0,POR,Tim Workington,Biola University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,1979,1.0,LAL,Magic Johnson,Michigan State University,13,906,33245,17707,6559,10141,0.52,0.303,0.848,36.7,19.5,7.2,11.2,155.8,0.225,7.2,77.4
2871,1979,2.0,CHI,Dave Greenwood,"University of California, Los Angeles",12,823,23370,8428,6537,1614,0.47700000000000004,0.138,0.765,28.4,10.2,7.9,2.0,46.4,0.095,0.2,13.1
2872,1979,3.0,NYK,Bill Cartwright,University of San Francisco,15,963,27491,12713,6106,1390,0.525,0.0,0.7709999999999999,28.5,13.2,6.3,1.4,72.8,0.127,-0.5,10.7
2873,1979,4.0,DET,Greg Kelser,Michigan State University,6,305,6032,2961,1402,411,0.486,0.16699999999999998,0.6859999999999999,19.8,9.7,4.6,1.3,8.6,0.069,-0.8,1.9
2874,1979,5.0,MIL,Sidney Moncrief,University of Arkansas,11,767,23150,11931,3575,2793,0.502,0.284,0.831,30.2,15.6,4.7,3.6,90.3,0.187,3.8,33.9
2875,1979,6.0,SEA,James Bailey,Rutgers University,9,595,11625,5246,2988,488,0.484,0.077,0.703,19.5,8.8,5.0,0.8,16.3,0.067,-2.3,-0.8
2876,1979,7.0,SEA,Vinnie Johnson,Baylor University,13,984,24308,11825,3109,3212,0.46399999999999997,0.254,0.74,24.7,12.0,3.2,3.3,50.8,0.1,0.5,15.2
2877,1979,8.0,NJN,Calvin Natt,University of Louisiana at Monroe,11,599,18818,10291,4070,1306,0.528,0.21899999999999997,0.768,31.4,17.2,6.8,2.2,57.2,0.146,1.2,15.1
2878,1979,9.0,NYK,Larry Demic,University of Arizona,3,206,3192,976,805,106,0.45899999999999996,0.0,0.58,15.5,4.7,3.9,0.5,1.4,0.022000000000000002,-4.6,-2.1
2879,1979,10.0,DET,Roy Hamilton,"University of California, Los Angeles",2,73,1121,336,110,192,0.4,0.0,0.684,15.4,4.6,1.5,2.6,-0.4,-0.017,-5.8,-1.1
2880,1979,11.0,NJN,Cliff Robinson,University of Southern California,11,629,19284,10823,5237,1249,0.46799999999999997,0.184,0.722,30.7,17.2,8.3,2.0,30.5,0.076,-1.1,4.3
2881,1979,12.0,POR,Jim Paxson,University of Dayton,11,784,21357,11199,1593,2300,0.498,0.225,0.807,27.2,14.3,2.0,2.9,53.7,0.121,-0.3,9.0
2882,1979,13.0,IND,Dudley Bradley,University of North Carolina,9,600,10192,3131,1098,1147,0.44,0.293,0.73,17.0,5.2,1.8,1.9,16.5,0.078,0.6,6.7
2883,1979,14.0,LAL,Brad Holland,"University of California, Los Angeles",3,93,686,293,59,63,0.40299999999999997,0.19,0.746,7.4,3.2,0.6,0.7,0.4,0.026000000000000002,-5.0,-0.5
2884,1979,15.0,DET,Phil Hubbard,University of Michigan,10,665,15863,7228,3538,857,0.495,0.038,0.706,23.9,10.9,5.3,1.3,29.0,0.08800000000000001,-0.7,5.3
2885,1979,16.0,PHI,Jim Spanarkel,Duke University,5,259,5290,2505,652,572,0.47,0.25,0.855,20.4,9.7,2.5,2.2,12.3,0.11199999999999999,0.5,3.3
2886,1979,17.0,HOU,Lee Johnson,East Texas State University,1,12,90,17,22,1,0.28,0.0,0.6,7.5,1.4,1.8,0.1,-0.2,-0.095,-11.4,-0.2
2887,1979,18.0,KCK,Reggie King,University of Alabama,6,438,11345,3898,2707,691,0.514,0.0,0.6990000000000001,25.9,8.9,6.2,1.6,24.8,0.105,0.5,7.0
2888,1979,19.0,SAS,Wiley Peck,Mississippi State University,1,52,628,180,183,33,0.43200000000000005,0.0,0.618,12.1,3.5,3.5,0.6,0.3,0.023,-3.5,-0.2
2889,1979,20.0,UTA,Larry Knight,Loyola University of Chicago,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,1979,21.0,NYK,Sly Williams,University of Rhode Island,7,305,6617,3327,1287,603,0.478,0.162,0.6920000000000001,21.7,10.9,4.2,2.0,13.4,0.09699999999999999,0.6,4.3
2891,1979,22.0,PHO,Kyle Macy,University of Kentucky,7,551,14246,5259,1214,2198,0.501,0.337,0.873,25.9,9.5,2.2,4.0,36.0,0.121,0.2,7.9
2894,1979,23.0,UTA,Tico Brown,Georgia Institute of Technology,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2895,1979,24.0,PHO,Johnny High,"University of Nevada, Reno",4,274,4538,1396,617,525,0.435,0.105,0.619,16.6,5.1,2.3,1.9,4.7,0.05,-0.9,1.3
2896,1979,25.0,LAL,Ollie Mack,East Carolina University,3,128,2513,916,319,230,0.45799999999999996,0.0,0.674,19.6,7.2,2.5,1.8,2.5,0.048,-1.9,0.1
2897,1979,26.0,CLE,Bruce Flowers,University of Notre Dame,1,53,699,261,180,47,0.534,0.0,0.774,13.2,4.9,3.4,0.9,1.7,0.11900000000000001,0.1,0.4
2898,1979,27.0,NYK,Reggie Carter,St. John's University,2,135,1459,471,164,206,0.38799999999999996,0.0,0.772,10.8,3.5,1.2,1.5,0.4,0.013999999999999999,-4.6,-0.9
2899,1979,28.0,GSW,Danny Salisbury,University of Texas-Pan American,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,1979,29.0,DET,Tony Price,University of Pennsylvania,1,5,29,4,0,3,0.28600000000000003,0.0,0.0,5.8,0.8,0.0,0.6,-0.1,-0.08900000000000001,-10.6,-0.1
2901,1979,30.0,DEN,Gary Garland,DePaul University,1,78,1106,334,138,145,0.435,0.316,0.6920000000000001,14.2,4.3,1.8,1.9,0.5,0.02,-3.5,-0.4
2902,1979,31.0,MIL,Edgar Jones,"University of Nevada, Reno",6,363,6960,3257,1745,331,0.506,0.262,0.71,19.2,9.0,4.8,0.9,15.0,0.10300000000000001,-0.4,2.7
2903,1979,32.0,IND,Tony Zeno,Arizona State University,1,8,59,14,14,1,0.28600000000000003,0.0,1.0,7.4,1.8,1.8,0.1,-0.2,-0.16,-12.1,-0.2
2904,1979,33.0,CHI,Lawrence Butler,Idaho State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,1979,34.0,NYK,Kim Goetz,San Diego State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2906,1979,35.0,ATL,James Bradley,University of Memphis,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,1979,36.0,PHI,Clint Richardson,Seattle University,8,586,11818,4084,1378,1461,0.46299999999999997,0.244,0.77,20.2,7.0,2.4,2.5,16.6,0.067,-1.8,0.6
2908,1979,37.0,PHI,Bernard Toone,Marquette University,1,23,124,55,34,12,0.359,0.14300000000000002,0.8,5.4,2.4,1.5,0.5,-0.1,-0.036000000000000004,-6.0,-0.1
2909,1979,38.0,ATL,Larry Wilson,Nicholls State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,1979,39.0,LAL,Victor King,Louisiana Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911,1979,40.0,POR,Andrew Fields,Cheyney University of Pennsylvania,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2912,1979,41.0,LAL,Mark Young,Fairfield University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2913,1979,42.0,HOU,Paul Mokeski,University of Kansas,12,694,9739,2764,2342,500,0.451,0.21600000000000003,0.6940000000000001,14.0,4.0,3.4,0.7,13.5,0.067,-2.6,-1.4
2914,1979,43.0,SEA,Johnny Moore,University of Texas at Austin,9,520,13430,4890,1548,3866,0.46,0.251,0.7120000000000001,25.8,9.4,3.0,7.4,30.1,0.10800000000000001,1.2,11.0
2915,1979,44.0,WSB,Joe DeSantis,Fairfield University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2918,1979,45.0,UTA,Arvid Kramer,Augustana College (SD),1,8,45,16,12,3,0.318,0.0,1.0,5.6,2.0,1.5,0.4,-0.1,-0.102,-8.3,-0.1
2919,1979,46.0,WSB,Andrew Parker,Iowa State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2920,1979,47.0,CHI,Calvin Garrett,Oral Roberts University,4,166,3008,855,436,242,0.457,0.3,0.767,18.1,5.2,2.6,1.5,2.6,0.042,-2.1,-0.1
2921,1979,48.0,DET,Terry Duerod,University of Detroit Mercy,4,143,1977,961,160,170,0.462,0.32899999999999996,0.672,13.8,6.7,1.1,1.2,1.0,0.023,-4.9,-1.5
2922,1979,49.0,CHI,Cedrick Hordges,University of South Carolina,2,145,2971,1099,853,169,0.475,0.188,0.639,20.5,7.6,5.9,1.2,2.2,0.036000000000000004,-3.4,-1.0
2923,1979,50.0,NYK,Geoff Huston,Texas Tech University,8,496,12252,4380,684,2509,0.483,0.254,0.708,24.7,8.8,1.4,5.1,11.9,0.047,-4.2,-6.7
2924,1979,51.0,NJN,John Gerdy,Davidson College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925,1979,52.0,MIL,Larry Gibson,University of Maryland,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2926,1979,53.0,BOS,Wayne Kreklow,Drake University,1,25,100,30,12,9,0.23399999999999999,0.25,0.7,4.0,1.2,0.5,0.4,-0.3,-0.16699999999999998,-13.0,-0.3
2927,1979,54.0,GSW,Cheese Johnson,Wichita State University,1,9,53,27,14,2,0.4,0.0,0.6,5.9,3.0,1.6,0.2,0.0,-0.033,-9.7,-0.1
2928,1979,55.0,SDC,Tom Channel,Boston University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2929,1979,56.0,POR,Mickey Fox,Saint Mary's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,1979,57.0,ATL,Don March,Franklin & Marshall College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,1979,58.0,PHI,Earl Cureton,University of Detroit Mercy,12,674,12420,3620,3172,678,0.473,0.0,0.5379999999999999,18.4,5.4,4.7,1.0,14.4,0.055999999999999994,-1.4,1.7
2932,1979,59.0,HOU,Ricardo Brown,Pepperdine University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,1979,60.0,LAL,Walter Daniels,University of Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,1979,61.0,BOS,Ernesto Malcolm,Briar Cliff University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,1979,62.0,KCK,Terry Crosby,University of Tennessee,1,4,28,6,1,7,0.5,0.0,1.0,7.0,1.5,0.3,1.8,0.0,-0.051,-13.3,-0.1
2936,1979,63.0,SAS,Sylvester Norris,Jackson State University,1,17,189,40,43,6,0.419,0.0,0.667,11.1,2.4,2.5,0.4,-0.2,-0.055,-6.6,-0.2
2937,1979,64.0,PHO,Al Green,Louisiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,1979,65.0,CLE,Bill Laimbeer,University of Notre Dame,14,1068,33956,13790,10400,2184,0.498,0.326,0.8370000000000001,31.8,12.9,9.7,2.0,105.6,0.149,2.0,34.4
2939,1979,66.0,WSB,Charles Floyd,High Point University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,1979,67.0,UTA,Greg Deane,University of Utah,1,7,48,10,6,6,0.182,1.0,0.7140000000000001,6.9,1.4,0.9,0.9,-0.1,-0.07,-9.7,-0.1
2943,1979,68.0,BOS,Nick Galis,Seton Hall University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,1979,69.0,MIL,Eugene Robinson,University of Louisiana at Monroe,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2945,1979,70.0,CLE,Rick Swing,The Citadel,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2946,1979,71.0,NYK,Larry Rogers,Southeast Missouri State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2947,1979,72.0,CHI,George Maynor,East Carolina University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2948,1979,73.0,SEA,James Donaldson,Washington State University,14,957,26222,8203,7492,765,0.5710000000000001,0.0,0.732,27.4,8.6,7.8,0.8,62.3,0.114,0.0,13.2
2949,1979,74.0,IND,Don Newman,University of Idaho,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950,1979,75.0,GSW,Ron Ripley,University of Wisconsin-Green Bay,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2951,1979,76.0,HOU,Sammy Drummer,Georgia Institute of Technology,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,1979,77.0,SDC,Lionel Garrett,Southern University and A&M College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,1979,78.0,POR,Daryll Robinson,Appalachian State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,1979,79.0,LAL,Ray White,Mississippi State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2955,1979,80.0,HOU,Lionel Green,Louisiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2956,1979,81.0,LAL,Ricky Reed,Temple University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2957,1979,82.0,GSW,Jerry Sichting,Purdue University,10,598,12732,4141,817,1962,0.507,0.271,0.857,21.3,6.9,1.4,3.3,21.2,0.08,-2.7,-2.2
2958,1979,83.0,PHI,Mike Niles,"California State University, Fullerton",1,44,231,115,58,15,0.348,0.5,0.45899999999999996,5.3,2.6,1.3,0.3,-0.3,-0.062,-9.4,-0.4
2959,1979,84.0,SAS,Al Daniel,Furman University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,1979,85.0,KCK,John McCullough,University of Oklahoma,1,8,23,21,4,3,0.6920000000000001,0.0,0.6,2.9,2.6,0.5,0.4,0.1,0.239,6.8,0.1
2961,1979,86.0,PHO,Malcolm Cesare,University of Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,1979,87.0,SEA,Richie Allen,"California State University, Dominguez Hills",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,1979,88.0,WSB,Lamont Reid,Oral Roberts University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,1979,89.0,UTA,Wolfe Perry,Stanford University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,1979,90.0,BOS,Jimmy Allen,University of New Haven,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,1979,91.0,CLE,Matt Simpkins,Georgia Southern University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,1979,92.0,DET,Flintie Ray Williams,"University of Nevada, Las Vegas",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,1979,93.0,CHI,Larry Washington,Drury University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2971,1979,94.0,NYK,Johnny Green,"University of California, Riverside",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2972,1979,95.0,NJN,Jim Abromaitis,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,1979,96.0,GSW,George Lett,Centenary College of Louisiana,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2974,1979,97.0,MIL,Jim Tillman,Eastern Kentucky University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,1979,98.0,IND,Billy Reid,University of San Francisco,1,59,597,190,60,71,0.45399999999999996,0.0,0.564,10.1,3.2,1.0,1.2,-0.6,-0.05,-5.0,-0.5
2976,1979,99.0,SDC,Greg Joyner,Middle Tennessee State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,1979,100.0,POR,Matt White,University of Pennsylvania,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,1979,101.0,ATL,Tiny Pinder,North Carolina State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2979,1979,102.0,DEN,Larry Williams,University of Louisville,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,1979,103.0,PHI,Carl McPipe,University of Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,1979,104.0,HOU,Allen Leavell,Oklahoma City University,10,700,16248,6684,1164,3339,0.45,0.23399999999999999,0.8340000000000001,23.2,9.5,1.7,4.8,29.9,0.08800000000000001,-1.1,3.6
2982,1979,105.0,KCK,Curtis Watkins,DePaul University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2983,1979,106.0,SAS,Steve Schall,University of Arkansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2984,1979,107.0,PHO,Mark Eaton,"University of California, Los Angeles",11,875,25169,5216,6939,840,0.45799999999999996,0.0,0.649,28.8,6.0,7.9,1.0,44.8,0.085,1.5,22.4
2985,1979,108.0,WSB,Marshall Ashford,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,1979,109.0,UTA,Ernie Cobb,Boston University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,1979,110.0,BOS,Marvin Delph,University of Arkansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,1979,111.0,DET,Truman Claytor,University of Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,1979,112.0,CLE,Joe Manning,University of North Texas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2992,1979,113.0,NYK,Phil Abney,University of New Mexico,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2993,1979,114.0,CHI,Steve Smith,University of Southern California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2994,1979,115.0,NJN,Tony Smith,"University of Nevada, Las Vegas",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995,1979,116.0,MIL,Derrick Mayes,Illinois State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,1979,117.0,IND,Greg Guye,Stetson University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2997,1979,118.0,GSW,Jim Mitchem,DePaul University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2998,1979,119.0,SDC,Bob Bender,Duke University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,1979,120.0,POR,Ray Ellis,Pepperdine University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,1979,121.0,ATL,Dwight Williams,Gardner-Webb University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,1979,122.0,DEN,Odell Ball,Marquette University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,1979,123.0,PHI,Dan Hartshorne,University of Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003,1979,124.0,HOU,Collie Davis,Southern University and A&M College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,1979,125.0,SAS,Terry Knight,University of Pittsburgh,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,1979,126.0,KCK,Bob Roma,Princeton University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3006,1979,127.0,PHO,Dale Shackelford,Syracuse University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007,1979,128.0,WSB,Garcia Hopkins,Morgan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,1979,129.0,UTA,Paul Poe,Louisiana College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,1979,130.0,BOS,Steve Castellan,University of Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,1979,131.0,CLE,Steve Skaggs,Ohio University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3013,1979,132.0,DET,Ken Jones,Saint Mary's College of California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,1979,133.0,CHI,Mike Eversley,Chicago State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3015,1979,134.0,NYK,Marc Coleman,Seton Hall University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,1979,135.0,NJN,Jim Strickland,University of South Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3017,1979,136.0,IND,Dirk Ewing,Stetson University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,1979,137.0,GSW,Ren Watson,Virginia Commonwealth University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
